budget,revenue,popularity,runtime,vote_count,profit,roi,log_budget,log_revenue,log_popularity,overview_length,director_success_rate,lead_actor_success_rate,genre_popularity_score,release_year,release_month,decade,is_modern,is_summer_release,has_tagline,budget_tier_encoded,release_season_encoded,is_english
-0.07559465,0.013987459,0.008154712,0.54059285,0.2864194,0.012660829,-0.012980025,-0.016781684,-0.005550061,0.00014131187,-0.023900054,-0.01889863,-0.044425737,-0.031810593,-0.0009780509,0.00322879,0.0006344074,-0.0024993196,-0.0006363255,-0.008265531,-0.0019437298,-0.0071068434,-0.016921738
-0.111488506,0.052092876,-0.054719128,-0.17173734,-0.55751705,-0.13871568,-0.022610467,-0.035402656,-0.01880603,-0.041049793,0.07301912,-0.01599132,-0.043152653,-0.021980366,0.10894666,0.09732872,0.019540317,-0.008622707,0.0003277795,-0.017609455,-0.0028881389,0.034385398,-0.023616958
-0.22540873,0.0038321966,0.033747207,0.2758522,-0.021552552,-0.039825883,-0.062439404,-0.039366685,-0.029507112,0.013806887,0.089432485,-0.023045633,-0.045260504,-0.040583402,0.0058653587,-0.0022518116,-0.0007042234,-0.0030547832,-0.000116166135,-0.007260021,-0.00085029245,-0.008704518,-0.012739383
-0.023274804,0.0060264827,-0.12515026,-0.15635169,-0.91414165,-0.17118292,-0.05095069,-0.004046438,0.006428548,-0.037983622,-0.46285468,-0.019865077,-0.040719274,-0.024031283,-0.4021891,-0.02825066,-0.03384282,-0.007914669,-0.00032874462,0.13818917,-0.0007617573,-0.0011829744,0.31873044
-0.17116793,-0.026854407,0.03485733,0.0010902394,0.009627493,0.028308071,-0.047089096,-0.040980864,-0.02190766,0.010948168,-0.007878308,-0.017879937,-0.046293903,-0.02423,0.0048854016,0.0034736914,0.0015446498,-0.0027961873,-0.00023996769,-0.015293381,0.00032756658,-0.009913973,-0.023177294
-0.194278,-0.035257578,-0.042525437,0.13135278,0.20457749,-0.00906126,-0.05232622,-0.041336544,-0.012375243,-0.007226679,0.0075141606,-0.02404093,-0.04861498,-0.040295515,-0.009698599,0.017016936,-0.0007363672,0.005295938,-0.0001999735,-0.010064833,-0.002456951,0.008611497,-0.018315906
-0.17513873,0.0017093846,0.032685,0.40172905,0.015604349,-0.08826802,-0.08032877,-0.034819722,0.009113342,0.013395288,0.11537111,-0.022008015,-0.04440318,-0.03550677,0.012043308,-0.008543323,0.0009214859,-0.0018555645,-0.00020139836,-0.010027042,-0.0019040881,-0.008961501,-0.01591854
-0.13000955,0.0051349066,-0.022363517,0.17797613,0.23008642,-0.0008046528,-0.028558346,-0.030852709,-0.012659902,-0.004072415,-0.010696169,-0.02214347,-0.04833352,-0.039906614,-0.0012952514,0.0034361728,0.00095883163,-0.0023562894,-0.00017532434,-0.009526729,-0.0019565336,-0.0058068796,-0.01930721
0.031440463,0.0022272367,-0.03805737,0.025703695,0.6547561,0.022931091,-0.059694,0.003266686,-0.013167789,-0.007252264,-0.0054530622,0.1715867,0.45973918,0.20024695,0.0073791756,0.003189405,0.0023093007,-0.003949878,-0.00028982153,-0.012197553,0.00045015546,-0.0064255535,-0.012129985
-0.061536103,-0.041933913,0.022138642,0.023377879,-0.11619938,-0.02721572,0.053527657,-0.027035147,-0.017375555,-0.005077453,-0.013957449,-0.01997697,-0.0395918,-0.022150015,0.033748228,0.005074329,0.0023294638,0.0032188843,0.0028817037,-0.01483378,0.000571477,0.008510127,-0.025479648
-0.3850098,-0.03717783,-0.0680737,-0.008552905,0.259147,-0.014673716,-0.039359093,-0.11415965,-0.016186139,0.0019374297,-0.0043486,-0.023612594,-0.050697885,-0.043869782,-0.00624845,0.00054506835,0.0004727738,-0.0075793704,-0.00012325232,-0.00955741,-0.00126331,-0.00582651,-0.020156039
-0.099465065,0.014864175,0.03633972,0.04910733,-0.07952675,-0.013379676,-0.078337006,-0.011737634,0.011578979,0.010999616,0.0034358874,-0.01824523,-0.0446523,-0.028450487,0.011542812,-0.00335608,0.0010381129,-0.001995281,-0.00023475206,-0.0155109335,0.001039199,-0.014189354,-0.025305573
0.14515345,0.068478845,-0.010097363,0.45239776,-0.39204147,0.043274373,-0.07143665,0.022608954,0.012791318,-0.018766453,0.06728212,-0.016657403,-0.032207727,-0.025298234,0.018995358,0.016462682,0.0055831824,-0.007287303,-2.8814819e-05,0.06294863,-0.0025540038,-0.004737974,0.28030846
-0.010644387,-0.0030723158,-0.024075877,-0.09932316,0.40274736,0.0028784778,0.10965413,-0.012589324,-0.0159181,0.008458673,-0.016185774,-0.013510792,-0.0535782,-0.03148737,-0.009207882,-0.011090746,0.0012602225,0.005920327,-0.00024374262,-0.008396421,0.00035201944,0.008864843,-0.019383032
-0.2580104,-0.01666909,-0.01633127,0.3234384,0.29722065,-0.0053657554,0.06409466,-0.065485924,-0.0060792756,0.010697884,0.0032734596,-0.02163593,-0.04578401,-0.035814647,0.10604791,-0.067193724,0.009618396,-0.0023081896,0.00022688339,-0.0066725165,-0.00036540805,0.017880032,-0.019179914
-0.03800275,0.032119744,-0.04145552,-0.021257587,0.32357222,0.008897,-0.07643739,-0.00497012,0.0114831105,0.0042274217,-0.0019546691,-0.016302114,-0.052480806,-0.035703067,0.044069033,-0.0005481041,0.0012670547,0.004432794,-0.0001925503,-0.012688038,0.0003033664,-0.0068738596,-0.025096588
-0.13304645,0.0026984706,0.086722724,-0.19020152,0.5443766,-0.0014603289,0.09158592,-0.05289096,0.00072878046,0.03841033,-0.013918481,-0.014211845,-0.05495988,-0.027920268,0.0045077694,0.0070181866,0.001272889,-0.0027008948,-0.00014746984,-0.017427508,-0.0027869942,-0.0026972787,-0.019513514
0.13615783,0.0029172495,-0.006476529,-0.465296,-0.5577215,0.053789858,-0.040033318,0.034930613,-0.011965028,0.0066464925,0.043034073,-0.016960073,-0.042314913,-0.02286101,0.011126237,0.0057808575,0.0014520007,-0.0067936038,-0.00027180696,0.11167909,-0.0008423376,0.000641459,-0.016970983
0.16108,-0.016182588,-0.015245997,0.10661167,0.079670705,0.027469426,0.11954178,0.03345991,-0.0283093,0.012875157,0.027444756,-0.01902425,-0.038799245,-0.027972855,0.019755438,0.004470004,0.0019754195,-0.0042584455,-0.00019767617,-0.014097542,0.000177346,-0.0044183442,-0.024059203
0.026044894,0.034956075,-0.023933617,0.24619791,-0.09235872,-0.047408957,-0.0669351,-0.008272873,0.0009911753,-0.016133921,-0.0076357494,-0.023800803,-0.04401103,-0.03449749,-0.009991444,-0.0006139357,0.0028783367,0.004321127,-0.0006523068,-0.00903429,0.0010606303,-0.010778987,-0.025589738
-0.06540307,-0.07081686,-0.0109088,0.58287734,0.046660926,-0.03967575,0.044701405,-0.015737094,-0.02516452,-0.004005887,0.009077384,-0.014818645,0.43050122,0.16386148,0.009805691,0.0026065,0.0013276493,-0.0030049467,-0.00035895742,-0.009808938,-5.8830476e-05,-0.004746666,-0.018488891
-0.19306761,0.019284943,-0.0048619164,0.3093405,-0.12957382,-0.022503126,-0.06520431,-0.04627453,-0.0052928077,0.005622338,-0.07648718,-0.022317102,-0.04514827,-0.04221066,0.008077574,-0.0018583426,0.0017609023,-0.0032701637,-0.00079871377,-0.0067137596,-0.00105643,-0.011969362,-0.01920558
0.068824396,0.041679956,-0.0172541,-0.20637469,-0.32440573,0.04615015,-0.05064303,-0.008112458,0.00680821,-0.004248331,0.056268677,-0.015737507,-0.03926371,-0.022294113,0.028501276,0.010783974,0.0013817307,-0.0040043592,-0.00035765965,-0.010838329,-0.0009784573,-4.5588033e-05,-0.01771831
-0.09090694,0.033012755,-0.010916219,-0.081777014,0.049292423,-0.09815433,-0.073112935,-0.008016867,0.005231755,0.011181213,-0.013794238,-0.017749729,-0.048097398,-0.025545562,0.016753787,-0.00070364866,0.0008206742,-0.0012498106,-0.0007027094,-0.015792415,0.0026271553,-0.01626516,-0.023559617
-0.006502701,0.0446034,-0.017253537,-0.10907858,0.45217305,0.020879539,-0.059765473,-0.004046072,-0.0215054,0.008598028,0.019732889,-0.013368733,-0.05441742,-0.032395717,0.0027951668,0.0016836172,0.0008682358,-0.0039886595,-9.560318e-05,-0.015968045,0.00047892582,-0.0075469287,-0.020939361
0.19225818,0.09008372,-0.0067651793,-0.058768302,-0.15306716,0.05160756,-0.04975183,0.044636775,0.019177629,0.0047662677,-0.0077717425,-0.013239072,-0.037239254,-0.023093034,-0.037613384,0.0039495197,0.002553613,-0.0036705148,0.0030370567,-0.012868506,-0.00030253668,0.0045465366,-0.024308462
-0.014567742,0.016846318,-0.05692335,0.18794243,0.258587,0.013235868,-0.051782705,0.0031565477,0.0019210964,0.0025524728,-0.016237628,-0.020767845,-0.046788443,-0.038427796,0.011038605,0.0012927982,0.0009704069,-0.0031784675,-0.00023712986,-0.0102280835,-0.0023021153,-0.00765431,-0.024391014
-0.17781067,0.0033941416,-0.00029973732,-0.38734168,-0.20372503,0.054430466,0.021269694,-0.040916916,-0.01745591,-0.012371022,-0.026923478,-0.015236752,-0.04195592,-0.023383252,-0.00225583,0.0017236302,-6.2554034e-05,-0.0029682326,5.442068e-05,-0.019988412,0.00094858353,-0.0077996505,-0.02746468
0.17040378,0.03993819,0.03778194,-0.08316235,-0.06424223,0.017423498,-0.026298866,0.063549064,0.012910098,0.015501465,0.19460762,-0.014887256,-0.037825968,-0.024174003,0.040585637,0.00690967,0.0028181025,0.013939807,0.00462874,-0.0254033,-0.00088120275,0.038847536,-0.034259044
0.2402429,0.08563808,0.009584098,0.21459234,-0.46692765,0.06698485,-0.08045292,0.05781492,0.0073128594,-0.004549547,0.016198479,-0.021805575,-0.043688122,-0.03726292,0.013774126,0.006667778,0.003297534,-0.012867394,-0.0003707808,-0.005819686,-0.0006030178,-0.002369723,-0.023277128
0.12249896,0.048441574,-0.054251943,-0.041386183,-0.3303431,0.039380074,-0.033535153,0.042535756,0.007232661,-0.027241502,0.31105107,-0.012156024,-0.032410964,-0.01893543,0.019514373,0.0117259445,-0.0018470339,-0.012912264,0.0003109314,-0.020541936,-0.00080185407,-0.0061714742,0.38996896
-0.29254,-9.780913e-05,-0.0075585535,-0.14961761,-0.11730412,-0.029805921,-0.0896792,-0.07876697,-0.000904466,0.007472368,-0.037238482,-0.016090242,-0.042235445,-0.02389373,0.0123942355,0.001494144,0.00064146693,-0.00030477176,-5.6813024e-05,-0.018177174,0.00034305063,-0.02120298,-0.025100825
-0.27663663,-0.0101487795,-0.012624269,0.3873097,-0.20174731,0.021070203,-0.019106874,-0.053205177,-0.012312472,-0.0085971,-0.03484879,-0.019084532,-0.039465614,-0.03508225,0.0026366664,0.0015832869,0.0010515376,-0.002083122,0.0009567139,-0.011090905,-0.00094042765,-0.004003114,0.2580872
-0.1971486,-0.0084314225,0.017543767,-0.43477112,-0.060557004,0.000176451,-0.05499942,-0.04289582,-0.019212529,0.031112213,-0.003921406,-0.016458595,-0.043147337,-0.023537362,0.006492459,-0.0019481255,0.0012111183,0.00123155,-0.0001405104,-0.025087615,-0.0025957036,-0.0146177355,-0.020506293
0.07431289,0.07159018,0.02190659,0.22437176,0.048402492,-0.01068489,-0.062171027,0.013711718,0.026724547,0.017350934,0.014430102,-0.022649163,-0.0432992,-0.03499587,0.014388064,0.004958315,0.002591701,-0.0019087936,-0.00047737677,-0.008304092,0.000730362,-0.009880272,-0.025342166
0.08991466,0.009413599,0.057601914,-0.50539637,-0.9273583,0.016233983,-0.037640754,0.035950698,-0.014173993,-0.014957802,0.002941907,-0.01756552,-0.042212233,-0.022125917,-0.007338556,0.00017712751,0.0014310561,-0.003576636,1.7900154e-05,0.23640066,4.384236e-05,0.007575552,-0.013086318
0.111018285,0.009309457,-0.05589621,0.21897423,-0.13067447,0.04496972,-0.08587926,0.018197618,0.004473181,-0.010725764,-0.0055747074,-0.017563256,-0.036645412,-0.031408407,-0.059540063,-0.00231789,0.0022780802,0.0026419712,-0.00057900324,-0.0070201172,-0.00013553511,-0.008272118,0.37781906
-0.23323883,-0.020927407,0.008078886,-0.1968092,-0.102001294,-0.008503369,-0.065339185,-0.0695167,-0.025320292,0.021143055,0.032978684,-0.015365735,-0.04112543,-0.023362795,0.049276497,-0.0014678376,0.0015091961,0.008417492,6.4368476e-05,-0.020016983,-0.0012564224,0.07138244,-0.02237415
0.13871385,0.027839443,-0.0022651548,-0.27554175,-0.08989462,-0.012372155,-0.032205604,0.034107365,-0.003370979,0.0028604625,0.028496262,-0.015053689,-0.03984522,-0.024073007,0.00670826,0.00057977467,0.00010089135,-0.0047216006,-0.00013895627,-0.016707368,-0.0011258039,-0.00748933,-0.028206488
-0.09236822,0.004540714,0.0049486314,0.0093938885,0.21332006,0.028775498,-0.013745714,-0.036949113,-0.020417506,0.00043709207,-0.006976257,-0.016746711,-0.056810595,-0.034444734,0.0032292507,0.0009428566,0.000986617,-0.0021861172,-0.00012658793,-0.0156262,0.00032081493,-0.010406649,-0.020583874
-0.11181712,-0.006951223,0.016801856,-0.29412046,0.30500028,-0.024259988,-0.0201772,-0.03709501,-0.019652322,0.020292664,-0.023804365,-0.015014282,-0.056237064,-0.030712057,-0.013631645,-0.009144865,-0.00034323754,0.006308577,2.5732952e-06,-0.019407686,-0.0031428854,-0.012112209,-0.015147272
0.051237777,0.039482336,0.028778281,0.40904438,-0.0337248,-0.054721918,-0.01761399,0.017924288,0.017685005,0.008673475,-0.054464564,0.12683426,0.25677437,0.20531325,0.0075764013,0.0060532186,0.0021497232,-0.0026071344,-0.0004662144,0.071946,0.0013300384,-0.009890264,-0.016677368
-0.17857559,-0.0277671,0.01095223,-0.13362244,0.39277455,-0.023847932,-0.04574837,-0.06434776,-0.018499851,0.030518748,0.0024030185,-0.016206667,-0.05867553,-0.031291477,-0.00039386688,0.003421652,0.0005202203,-0.0059332973,6.7082285e-05,-0.017821563,-0.0028919347,-0.011543151,-0.018392643
-0.24463893,-0.018747661,0.030105015,-0.1134164,-0.13868807,-0.04077083,-0.0637708,-0.07090917,0.0073888716,0.0036124485,-0.016037574,-0.015259748,-0.0424846,-0.025124982,0.010484697,-0.005663808,0.0015365245,-0.0013354358,-0.00014400143,-0.013441312,-0.00011416001,-0.019408055,-0.022866167
-0.11660929,-0.031365782,0.01780604,-0.4004327,-0.16630079,-0.006186853,-0.08466996,-0.025753627,0.0031980167,0.015182046,-0.0102410065,-0.015393129,-0.041173,-0.021429924,0.009303602,0.004124553,-0.00020058294,-0.0033916987,-9.3900504e-05,-0.023632666,0.0004393025,-0.0016543546,-0.028819116
0.22799404,0.050996225,-0.120735094,0.21933593,-0.6560098,0.05137962,-0.060626786,0.030774524,0.017138606,-0.021452572,0.068241164,-0.022468023,-0.045091353,-0.039795116,0.039890468,0.043766364,0.013016079,0.01741253,-0.0013435042,-0.00017396992,0.000502504,-0.013803387,-0.016129678
-0.018506715,0.010450851,-0.046387073,0.520365,-0.13709831,-0.11784985,-0.05684765,-0.008181817,-0.008295904,-0.028864037,0.009551905,-0.021236213,-0.040386766,-0.03033313,0.002345051,0.006811688,0.0019801361,0.00093967974,-0.00028488168,0.042974286,0.0017168612,-0.0075302604,-0.024058314
-0.22617204,0.004037084,-0.041920047,-0.1732088,-0.10858768,0.010127118,-0.07503085,-0.07224343,-0.019031242,-0.0012589633,-0.0007741176,-0.014677917,-0.04111614,-0.024336703,0.011425297,-0.00260134,0.0010675684,-0.0024192138,-0.00020599009,-0.019715961,0.00022240306,-0.016081622,-0.026623681
-0.16591236,0.019048939,-0.03701582,0.27109274,0.26195803,0.018581545,-0.02013371,-0.037542395,-0.0072153243,-0.002072978,-0.029601775,0.07244273,0.222921,0.17802858,-0.0056718965,-0.0047188937,-0.0002460096,-0.0013492696,0.0007435055,-0.0044906368,-0.002458795,-0.0051068114,-0.009037798
-0.03148214,0.013599598,0.0009903283,-0.0072336216,0.18431188,0.03533332,-0.15769571,-0.0014567918,-0.0039286753,-0.002119536,0.033291094,-0.017995097,-0.04970758,-0.03298101,-0.3206897,0.015407521,-0.01304959,0.0026278475,-0.0014994179,-0.018804358,0.0015143934,0.029873673,-0.02253363
-0.008922677,-0.0024781807,-0.26096603,-0.39193073,-0.8043915,-0.031187717,-0.053418066,0.011214812,-0.0052041,-0.027189212,-0.0019399169,-0.016664641,-0.040823687,-0.022884402,-0.20366345,0.017563041,-0.04274114,0.024576813,-0.00091426156,0.09917275,-0.002973608,0.031313017,-0.01772254
-0.07533153,0.08305846,-0.033214923,-0.35943365,-0.122670256,-0.0013122258,-0.048849247,-0.030467952,0.037997972,-0.01746775,0.1625839,-0.01592221,-0.04075454,-0.02285131,0.015463929,0.014350239,0.004535005,0.00016277688,-0.00026424762,0.15168953,-0.0011750272,-0.007459312,-0.03608415
0.078965716,0.01780155,0.045799185,0.43261197,0.08734885,0.017747492,-0.008955625,0.02458065,-0.0032283205,0.018976165,0.019215485,-0.020871297,-0.039305214,-0.030981243,0.050142683,-2.9347611e-05,0.0051705306,-0.0019605656,-0.0005506892,-0.0095473705,0.00052021974,0.00044713123,-0.02512433
0.07576181,-0.020647958,0.020517936,-0.30874968,0.16743585,-0.014237589,0.06211612,0.0218623,-0.034184705,0.028095638,0.0047363695,0.13929002,0.2619922,0.2212566,0.10851358,0.0014824743,0.011295463,-0.004495999,0.0021589492,-0.015412744,-0.0012140351,0.018033788,-0.014906645
0.094692126,-0.075748175,-0.03616613,0.3444023,0.19424243,-0.026162094,0.059552014,0.027032219,-0.030871294,-0.000845443,0.04193978,-0.13000861,0.18085639,0.11473382,0.12741531,-0.02226006,0.0067270636,-0.0020806948,-0.0012604194,-0.00823534,0.00044195703,0.015415473,-0.014912486
-0.26516855,0.036486752,-0.012760987,0.24571021,0.7368025,0.011991288,-0.046655722,-0.09719142,-0.008630068,0.016022943,0.027729755,-0.020277938,-0.03413876,-0.03967548,0.0030910494,0.00061291805,0.00079523184,-0.0025181796,-0.00020957035,-0.009341336,-0.0010361887,-0.00782031,-0.01530971
0.13152485,0.01663694,-0.015609718,-0.070858344,-0.15187922,-0.015573852,-0.03741997,0.049191482,0.009847576,0.0052512083,0.030789087,-0.014595514,-0.037865885,-0.025062317,0.009692166,0.0025197193,0.0016388216,-0.0014672242,-0.0003273706,-0.016081411,-0.0011258039,-0.0069028446,-0.025321059
-0.15933457,-0.0008264461,-0.026043218,-0.2046632,-0.1934575,0.022610184,-0.06687198,-0.040067054,0.011771454,-0.01829353,-0.077901945,-0.015262077,-0.040553443,-0.023243057,0.012197198,0.004044469,0.0014206584,0.0002366343,-0.00048639847,-0.013668726,0.0004645031,-0.005480598,-0.027436668
0.02202813,0.0065497975,0.047976643,-0.24794318,0.46599737,-0.021626191,0.09491602,0.0010805981,-0.005622085,0.025400588,-0.08643166,-0.0148737915,-0.05485814,-0.029515283,-0.081812605,-0.07734104,-0.02285589,0.0051809964,-0.0011098223,-0.014826041,0.003988133,0.021590376,-0.02189542
0.13857017,0.08183508,-0.050474804,-0.044439025,0.24967124,0.06806987,0.08897358,0.027873935,0.030310512,0.0061952206,0.038057216,-0.012953124,-0.05071184,-0.02738492,-0.18284045,0.0030128,-0.017597288,0.0020383713,0.0042055626,-0.022975624,0.00021471718,0.011104575,-0.018633937
-0.08768576,0.0010477259,0.028204229,-0.08454163,0.11969552,0.015108488,-0.021860944,-0.014236178,0.0037996978,0.02877716,0.00030087042,-0.01439615,-0.042900283,-0.025009073,0.009677197,0.003214214,0.0035816464,0.0052152146,-0.00025008616,-0.012585895,0.00033646415,0.045768663,-0.020993944
0.1447736,0.037185997,0.046534445,0.32965901,-0.24801637,-0.0048177848,-0.051037893,0.03701987,0.0014523842,0.013723457,0.05289177,-0.02130276,-0.04205624,-0.035610937,0.0059234654,0.0020094411,0.002390658,-0.0056152623,-0.00041229834,-0.013987306,-0.0006988017,-0.013243444,-0.025140004
0.010892338,0.05351312,-0.04595497,-0.007273934,-0.2331501,-0.08175028,-0.055142887,0.0026554214,0.012734315,-0.040086918,0.026579255,-0.020784214,-0.042551026,-0.022513999,0.018161934,0.005410001,0.0041105472,0.000100987425,-0.0003569052,0.10828204,-0.0010176913,-0.0018722533,-0.02171852
0.08257098,0.0003992673,0.002490235,-0.09931397,0.3071685,-0.01230848,0.08341806,0.020525068,-0.016468396,0.017267019,0.004809705,-0.01301872,-0.053095303,-0.030499646,0.0014056028,-0.017852072,0.0019141906,0.0063482258,-0.00037029595,-0.012850997,0.00013049354,-0.0033255974,-0.021012109
-0.19623357,0.0057167173,-0.044688772,-0.16212666,-0.11819737,-0.00649456,-0.056076374,-0.06842451,-0.006442103,-0.00891723,-0.005694808,-0.015209719,-0.04104339,-0.024321698,0.035864864,-0.010338388,-0.0002804218,0.0037857962,0.0020029359,-0.019119645,0.0003612257,-0.015579642,-0.025905969
